date,item_id,item_count,price
02-01-2019,27,0,0
02-01-2019,28,0,0
02-01-2019,29,0,0
02-01-2019,30,0,0
02-01-2019,31,0,0
02-01-2019,32,0,0
02-01-2019,33,0,0
02-01-2019,34,0,0
02-01-2019,35,0,0
02-01-2019,36,0,0
02-01-2019,37,0,0
02-01-2019,38,0,0
02-01-2019,39,0,0
02-01-2019,40,0,0
02-01-2019,41,0,0
02-01-2019,43,0,0
02-01-2019,44,0,0
02-01-2019,46,0,0
02-01-2019,47,0,0
02-01-2019,48,0,0
02-01-2019,50,0,0
02-01-2019,51,0,0
02-01-2019,52,0,0
02-01-2019,53,0,0
02-01-2019,54,0,0
02-01-2019,55,0,0
02-01-2019,57,0,0
02-01-2019,58,0,0
02-01-2019,60,0,0
02-01-2019,61,0,0
02-01-2019,62,0,0
02-01-2019,63,0,0
02-01-2019,64,0,0
02-01-2019,65,0,0
02-01-2019,66,0,0
02-01-2019,68,0,0
02-01-2019,69,0,0
02-01-2019,70,0,0
02-01-2019,71,0,0
02-01-2019,72,0,0
02-01-2019,74,0,0
02-01-2019,75,0,0
02-01-2019,77,0,0
02-01-2019,78,0,0
02-01-2019,79,0,0
02-01-2019,81,0,0
02-01-2019,82,0,0
02-01-2019,83,0,0
02-01-2019,84,0,0
02-01-2019,85,0,0
02-01-2019,86,0,0
02-01-2019,87,0,0
02-01-2019,88,0,0
02-01-2019,91,0,0
02-01-2019,92,0,0
02-01-2019,95,0,0
02-01-2019,96,0,0
02-01-2019,97,0,0
02-01-2019,98,0,0
02-01-2019,99,0,0
02-01-2019,100,0,0
03-01-2019,4,29,766.18
03-01-2019,12,6,29.22
03-01-2019,13,6,25.08
03-01-2019,16,144,462.24
03-01-2019,19,127,367.03
03-01-2019,21,7,162.61
03-01-2019,23,6,65.16
03-01-2019,25,1,6.23
03-01-2019,42,1,2.91
03-01-2019,45,1,23.43
03-01-2019,49,2,2.78
03-01-2019,56,18,517.5
03-01-2019,59,30,701.1
03-01-2019,67,30,210
03-01-2019,73,1,5.16
03-01-2019,76,32,573.76
03-01-2019,80,2,107.96
03-01-2019,94,1,5.71
03-01-2019,97,1,28.65
03-01-2019,1,0,0
03-01-2019,2,0,0
03-01-2019,3,0,0
03-01-2019,5,0,0
03-01-2019,6,0,0
03-01-2019,7,0,0
03-01-2019,8,0,0
03-01-2019,9,0,0
03-01-2019,10,0,0
03-01-2019,11,0,0
03-01-2019,14,0,0
03-01-2019,15,0,0
03-01-2019,17,0,0
03-01-2019,18,0,0
03-01-2019,20,0,0
03-01-2019,22,0,0
03-01-2019,24,0,0
03-01-2019,26,0,0
03-01-2019,27,0,0
03-01-2019,28,0,0
03-01-2019,29,0,0
03-01-2019,30,0,0
03-01-2019,31,0,0
03-01-2019,32,0,0
03-01-2019,33,0,0
03-01-2019,34,0,0
03-01-2019,35,0,0
03-01-2019,36,0,0
03-01-2019,37,0,0
03-01-2019,38,0,0
03-01-2019,39,0,0
03-01-2019,40,0,0
03-01-2019,41,0,0
03-01-2019,43,0,0
03-01-2019,44,0,0
03-01-2019,46,0,0
03-01-2019,47,0,0
03-01-2019,48,0,0
03-01-2019,50,0,0
03-01-2019,51,0,0
03-01-2019,52,0,0
03-01-2019,53,0,0
03-01-2019,54,0,0
03-01-2019,55,0,0
03-01-2019,57,0,0
03-01-2019,58,0,0
03-01-2019,60,0,0
03-01-2019,61,0,0
03-01-2019,62,0,0
03-01-2019,63,0,0
03-01-2019,64,0,0
03-01-2019,65,0,0
03-01-2019,66,0,0
03-01-2019,68,0,0
03-01-2019,69,0,0
03-01-2019,70,0,0
03-01-2019,71,0,0
03-01-2019,72,0,0
03-01-2019,74,0,0
03-01-2019,75,0,0
03-01-2019,77,0,0
03-01-2019,78,0,0
03-01-2019,79,0,0
03-01-2019,81,0,0
03-01-2019,82,0,0
03-01-2019,83,0,0
03-01-2019,84,0,0
03-01-2019,85,0,0
03-01-2019,86,0,0
03-01-2019,87,0,0
03-01-2019,88,0,0
03-01-2019,89,0,0
03-01-2019,90,0,0
03-01-2019,91,0,0
03-01-2019,92,0,0
03-01-2019,93,0,0
03-01-2019,95,0,0
03-01-2019,96,0,0
03-01-2019,98,0,0
03-01-2019,99,0,0
03-01-2019,100,0,0
04-01-2019,3,6,175.32
04-01-2019,4,18,475.56
04-01-2019,12,6,29.22
04-01-2019,13,11,45.98
04-01-2019,16,211,677.31
04-01-2019,19,143,413.27
04-01-2019,21,14,325.22
04-01-2019,23,13,141.18
04-01-2019,29,1,2.43
04-01-2019,42,1,2.91
04-01-2019,45,1,23.43
04-01-2019,49,2,2.78
04-01-2019,56,20,575
04-01-2019,59,39,911.43
04-01-2019,67,20,140
04-01-2019,76,56,1004.08
04-01-2019,80,1,53.98
04-01-2019,90,1,7.71
04-01-2019,1,0,0
04-01-2019,2,0,0
04-01-2019,5,0,0
04-01-2019,6,0,0
04-01-2019,7,0,0
04-01-2019,8,0,0
04-01-2019,9,0,0
04-01-2019,10,0,0
04-01-2019,11,0,0
04-01-2019,14,0,0
04-01-2019,15,0,0
04-01-2019,17,0,0
04-01-2019,18,0,0
04-01-2019,20,0,0
04-01-2019,22,0,0
04-01-2019,24,0,0
04-01-2019,25,0,0
04-01-2019,26,0,0
04-01-2019,27,0,0
04-01-2019,28,0,0
04-01-2019,30,0,0
04-01-2019,31,0,0
04-01-2019,32,0,0
04-01-2019,33,0,0
04-01-2019,34,0,0
04-01-2019,35,0,0
04-01-2019,36,0,0
04-01-2019,37,0,0
04-01-2019,38,0,0
04-01-2019,39,0,0
04-01-2019,40,0,0
04-01-2019,41,0,0
04-01-2019,43,0,0
04-01-2019,44,0,0
04-01-2019,46,0,0
04-01-2019,47,0,0
04-01-2019,48,0,0
04-01-2019,50,0,0
04-01-2019,51,0,0
04-01-2019,52,0,0
04-01-2019,53,0,0
04-01-2019,54,0,0
04-01-2019,55,0,0
04-01-2019,57,0,0
04-01-2019,58,0,0
04-01-2019,60,0,0
04-01-2019,61,0,0
04-01-2019,62,0,0
04-01-2019,63,0,0
04-01-2019,64,0,0
04-01-2019,65,0,0
04-01-2019,66,0,0
04-01-2019,68,0,0
04-01-2019,69,0,0
04-01-2019,70,0,0
04-01-2019,71,0,0
04-01-2019,72,0,0
04-01-2019,73,0,0
04-01-2019,74,0,0
04-01-2019,75,0,0
04-01-2019,77,0,0
04-01-2019,78,0,0
04-01-2019,79,0,0
04-01-2019,81,0,0
04-01-2019,82,0,0
04-01-2019,83,0,0
04-01-2019,84,0,0
04-01-2019,85,0,0
04-01-2019,86,0,0
04-01-2019,87,0,0
04-01-2019,88,0,0
04-01-2019,89,0,0
04-01-2019,91,0,0
04-01-2019,92,0,0
04-01-2019,93,0,0
04-01-2019,94,0,0
04-01-2019,95,0,0
04-01-2019,96,0,0
04-01-2019,97,0,0
04-01-2019,98,0,0
04-01-2019,99,0,0
04-01-2019,100,0,0
05-01-2019,3,4,116.88
05-01-2019,4,29,766.18
05-01-2019,12,15,73.05
05-01-2019,13,14,58.52
05-01-2019,16,169,542.49
05-01-2019,19,162,468.18
05-01-2019,21,9,209.07
05-01-2019,23,8,86.88
05-01-2019,42,1,2.91
05-01-2019,45,5,117.15
05-01-2019,49,2,2.78
05-01-2019,50,1,26.37
05-01-2019,56,22,632.5
05-01-2019,59,30,701.1
05-01-2019,67,27,189
05-01-2019,68,1,8.7
05-01-2019,75,1,5.6
05-01-2019,76,48,860.64
05-01-2019,90,2,15.42
05-01-2019,91,1,15.46
05-01-2019,97,1,28.65
05-01-2019,1,0,0
05-01-2019,2,0,0
05-01-2019,5,0,0
05-01-2019,6,0,0
05-01-2019,7,0,0
05-01-2019,8,0,0
05-01-2019,9,0,0
05-01-2019,10,0,0
05-01-2019,11,0,0
05-01-2019,14,0,0
05-01-2019,15,0,0
05-01-2019,17,0,0
05-01-2019,18,0,0
05-01-2019,20,0,0
05-01-2019,22,0,0
05-01-2019,24,0,0
05-01-2019,25,0,0
05-01-2019,26,0,0
05-01-2019,27,0,0
05-01-2019,28,0,0
05-01-2019,29,0,0
05-01-2019,30,0,0
05-01-2019,31,0,0
05-01-2019,32,0,0
05-01-2019,33,0,0
05-01-2019,34,0,0
05-01-2019,35,0,0
05-01-2019,36,0,0
05-01-2019,37,0,0
05-01-2019,38,0,0
05-01-2019,39,0,0
05-01-2019,40,0,0
05-01-2019,41,0,0
05-01-2019,43,0,0
05-01-2019,44,0,0
05-01-2019,46,0,0
05-01-2019,47,0,0
05-01-2019,48,0,0
05-01-2019,51,0,0
05-01-2019,52,0,0
05-01-2019,53,0,0
05-01-2019,54,0,0
05-01-2019,55,0,0
05-01-2019,57,0,0
05-01-2019,58,0,0
05-01-2019,60,0,0
05-01-2019,61,0,0
05-01-2019,62,0,0
05-01-2019,63,0,0
05-01-2019,64,0,0
05-01-2019,65,0,0
05-01-2019,66,0,0
05-01-2019,69,0,0
05-01-2019,70,0,0
05-01-2019,71,0,0
05-01-2019,72,0,0
05-01-2019,73,0,0
05-01-2019,74,0,0
05-01-2019,77,0,0
05-01-2019,78,0,0
05-01-2019,79,0,0
05-01-2019,80,0,0
05-01-2019,81,0,0
05-01-2019,82,0,0
05-01-2019,83,0,0
05-01-2019,84,0,0
05-01-2019,85,0,0
05-01-2019,86,0,0
05-01-2019,87,0,0
05-01-2019,88,0,0
05-01-2019,89,0,0
05-01-2019,92,0,0
05-01-2019,93,0,0
05-01-2019,94,0,0
05-01-2019,95,0,0
05-01-2019,96,0,0
05-01-2019,98,0,0
05-01-2019,99,0,0
05-01-2019,100,0,0
06-01-2019,3,1,29.22
06-01-2019,4,9,237.78
06-01-2019,12,3,14.61
06-01-2019,13,6,25.08
06-01-2019,16,51,163.71
06-01-2019,19,61,176.29
06-01-2019,21,2,46.46
06-01-2019,23,4,43.44
06-01-2019,26,1,7.55
06-01-2019,27,1,26.21
06-01-2019,42,1,2.91
06-01-2019,45,2,46.86
06-01-2019,49,3,4.17
06-01-2019,56,3,86.25
06-01-2019,59,13,303.81
06-01-2019,67,7,49
06-01-2019,71,1,3.98
06-01-2019,76,16,286.88
06-01-2019,79,1,3.75
06-01-2019,94,1,5.71
06-01-2019,1,0,0
06-01-2019,2,0,0
06-01-2019,5,0,0
06-01-2019,6,0,0
06-01-2019,7,0,0
06-01-2019,8,0,0
06-01-2019,9,0,0
06-01-2019,10,0,0
06-01-2019,11,0,0
06-01-2019,14,0,0
06-01-2019,15,0,0
06-01-2019,17,0,0
06-01-2019,18,0,0
06-01-2019,20,0,0
06-01-2019,22,0,0
06-01-2019,24,0,0
06-01-2019,25,0,0
06-01-2019,28,0,0
06-01-2019,29,0,0
06-01-2019,30,0,0
06-01-2019,31,0,0
06-01-2019,32,0,0
06-01-2019,33,0,0
06-01-2019,34,0,0
06-01-2019,35,0,0
06-01-2019,36,0,0
06-01-2019,37,0,0
06-01-2019,38,0,0
06-01-2019,39,0,0
06-01-2019,40,0,0
06-01-2019,41,0,0
06-01-2019,43,0,0
06-01-2019,44,0,0
06-01-2019,46,0,0
06-01-2019,47,0,0
06-01-2019,48,0,0
06-01-2019,50,0,0
06-01-2019,51,0,0
06-01-2019,52,0,0
06-01-2019,53,0,0
06-01-2019,54,0,0
06-01-2019,55,0,0
06-01-2019,57,0,0
06-01-2019,58,0,0
06-01-2019,60,0,0
06-01-2019,61,0,0
06-01-2019,62,0,0
06-01-2019,63,0,0
06-01-2019,64,0,0
06-01-2019,65,0,0
06-01-2019,66,0,0
06-01-2019,68,0,0
06-01-2019,69,0,0
06-01-2019,70,0,0
06-01-2019,72,0,0
06-01-2019,73,0,0
06-01-2019,74,0,0
06-01-2019,75,0,0
06-01-2019,77,0,0
06-01-2019,78,0,0
06-01-2019,80,0,0
06-01-2019,81,0,0
06-01-2019,82,0,0
06-01-2019,83,0,0
06-01-2019,84,0,0
06-01-2019,85,0,0
06-01-2019,86,0,0
06-01-2019,87,0,0
06-01-2019,88,0,0
06-01-2019,89,0,0
06-01-2019,90,0,0
06-01-2019,91,0,0
06-01-2019,92,0,0
06-01-2019,93,0,0
06-01-2019,95,0,0
06-01-2019,96,0,0
06-01-2019,97,0,0
06-01-2019,98,0,0
06-01-2019,99,0,0
06-01-2019,100,0,0
07-01-2019,3,1,29.22
07-01-2019,4,13,343.46
07-01-2019,12,3,14.61
07-01-2019,13,4,16.72
07-01-2019,16,65,208.65
07-01-2019,19,80,231.2
07-01-2019,21,1,23.23
07-01-2019,23,2,21.72
07-01-2019,42,1,2.91
07-01-2019,56,5,143.75
07-01-2019,59,13,303.81
07-01-2019,67,9,63
07-01-2019,68,1,8.7
07-01-2019,73,2,10.32
07-01-2019,76,25,448.25
07-01-2019,79,1,3.75
07-01-2019,88,1,16.06
07-01-2019,89,3,9.18
07-01-2019,92,1,3.23
07-01-2019,94,1,5.71
07-01-2019,1,0,0
07-01-2019,2,0,0
07-01-2019,5,0,0
07-01-2019,6,0,0
07-01-2019,7,0,0
07-01-2019,8,0,0
07-01-2019,9,0,0
07-01-2019,10,0,0
07-01-2019,11,0,0
07-01-2019,14,0,0
07-01-2019,15,0,0
07-01-2019,17,0,0
07-01-2019,18,0,0
07-01-2019,20,0,0
07-01-2019,22,0,0
07-01-2019,24,0,0
07-01-2019,25,0,0
07-01-2019,26,0,0
07-01-2019,27,0,0
07-01-2019,28,0,0
07-01-2019,29,0,0
07-01-2019,30,0,0
07-01-2019,31,0,0
07-01-2019,32,0,0
07-01-2019,33,0,0
07-01-2019,34,0,0
07-01-2019,35,0,0
07-01-2019,36,0,0
07-01-2019,37,0,0
07-01-2019,38,0,0
07-01-2019,39,0,0
07-01-2019,40,0,0
07-01-2019,41,0,0
07-01-2019,43,0,0
07-01-2019,44,0,0
07-01-2019,45,0,0
07-01-2019,46,0,0
07-01-2019,47,0,0
07-01-2019,48,0,0
07-01-2019,49,0,0
07-01-2019,50,0,0
07-01-2019,51,0,0
07-01-2019,52,0,0
07-01-2019,53,0,0
07-01-2019,54,0,0
07-01-2019,55,0,0
07-01-2019,57,0,0
07-01-2019,58,0,0
07-01-2019,60,0,0
07-01-2019,61,0,0
07-01-2019,62,0,0
07-01-2019,63,0,0
07-01-2019,64,0,0
07-01-2019,65,0,0
07-01-2019,66,0,0
07-01-2019,69,0,0
07-01-2019,70,0,0
07-01-2019,71,0,0
07-01-2019,72,0,0
07-01-2019,74,0,0
07-01-2019,75,0,0
07-01-2019,77,0,0
07-01-2019,78,0,0
07-01-2019,80,0,0
07-01-2019,81,0,0
07-01-2019,82,0,0
07-01-2019,83,0,0
07-01-2019,84,0,0
07-01-2019,85,0,0
07-01-2019,86,0,0
07-01-2019,87,0,0
07-01-2019,90,0,0
07-01-2019,91,0,0
07-01-2019,93,0,0
07-01-2019,95,0,0
07-01-2019,96,0,0
07-01-2019,97,0,0
07-01-2019,98,0,0
07-01-2019,99,0,0
07-01-2019,100,0,0
08-01-2019,4,10,264.2
08-01-2019,12,3,14.61
08-01-2019,13,8,33.44
08-01-2019,16,75,240.75
08-01-2019,19,80,231.2
08-01-2019,21,2,46.46
08-01-2019,23,6,65.16
08-01-2019,42,2,5.82
08-01-2019,56,6,172.5
08-01-2019,58,1,13.66
08-01-2019,59,21,490.77
08-01-2019,62,1,5.7
08-01-2019,67,9,63
08-01-2019,74,1,4.11
08-01-2019,76,27,484.11
08-01-2019,80,1,53.98
08-01-2019,89,1,3.06
08-01-2019,1,0,0
08-01-2019,2,0,0
08-01-2019,3,0,0
08-01-2019,5,0,0
08-01-2019,6,0,0
08-01-2019,7,0,0
08-01-2019,8,0,0
08-01-2019,9,0,0
08-01-2019,10,0,0
08-01-2019,11,0,0
08-01-2019,14,0,0
08-01-2019,15,0,0
08-01-2019,17,0,0
08-01-2019,18,0,0
08-01-2019,20,0,0
08-01-2019,22,0,0
08-01-2019,24,0,0
08-01-2019,25,0,0
08-01-2019,26,0,0
08-01-2019,27,0,0
08-01-2019,28,0,0
08-01-2019,29,0,0
08-01-2019,30,0,0
08-01-2019,31,0,0
08-01-2019,32,0,0
08-01-2019,33,0,0
08-01-2019,34,0,0
08-01-2019,35,0,0
08-01-2019,36,0,0
08-01-2019,37,0,0
08-01-2019,38,0,0
08-01-2019,39,0,0
08-01-2019,40,0,0
08-01-2019,41,0,0
08-01-2019,43,0,0
08-01-2019,44,0,0
08-01-2019,45,0,0
08-01-2019,46,0,0
08-01-2019,47,0,0
08-01-2019,48,0,0
08-01-2019,49,0,0
08-01-2019,50,0,0
08-01-2019,51,0,0
08-01-2019,52,0,0
08-01-2019,53,0,0
08-01-2019,54,0,0
08-01-2019,55,0,0
08-01-2019,57,0,0
08-01-2019,60,0,0
08-01-2019,61,0,0
08-01-2019,63,0,0
08-01-2019,64,0,0
08-01-2019,65,0,0
08-01-2019,66,0,0
08-01-2019,68,0,0
08-01-2019,69,0,0
08-01-2019,70,0,0
08-01-2019,71,0,0
08-01-2019,72,0,0
08-01-2019,73,0,0
08-01-2019,75,0,0
08-01-2019,77,0,0
08-01-2019,78,0,0
08-01-2019,79,0,0
08-01-2019,81,0,0
08-01-2019,82,0,0
08-01-2019,83,0,0
08-01-2019,84,0,0
08-01-2019,85,0,0
08-01-2019,86,0,0
08-01-2019,87,0,0
08-01-2019,88,0,0
08-01-2019,90,0,0
08-01-2019,91,0,0
08-01-2019,92,0,0
08-01-2019,93,0,0
08-01-2019,94,0,0
08-01-2019,95,0,0
08-01-2019,96,0,0
08-01-2019,97,0,0
08-01-2019,98,0,0
08-01-2019,99,0,0
08-01-2019,100,0,0
09-01-2019,3,2,58.44
09-01-2019,4,19,501.98
09-01-2019,8,1,24.98
09-01-2019,12,6,29.22
09-01-2019,13,12,50.16
09-01-2019,16,115,369.15
09-01-2019,19,99,286.11
09-01-2019,21,6,139.38
09-01-2019,23,5,54.3
09-01-2019,25,1,6.23
09-01-2019,42,1,2.91
09-01-2019,45,1,23.43
09-01-2019,49,2,2.78
09-01-2019,56,5,143.75
09-01-2019,59,24,560.88
09-01-2019,67,14,98
09-01-2019,76,31,555.83
09-01-2019,90,1,7.71
09-01-2019,97,1,28.65
09-01-2019,1,0,0
09-01-2019,2,0,0
09-01-2019,5,0,0
09-01-2019,6,0,0
09-01-2019,7,0,0
09-01-2019,9,0,0
09-01-2019,10,0,0
09-01-2019,11,0,0
09-01-2019,14,0,0
09-01-2019,15,0,0
09-01-2019,17,0,0
09-01-2019,18,0,0
09-01-2019,20,0,0
09-01-2019,22,0,0
09-01-2019,24,0,0
09-01-2019,26,0,0
09-01-2019,27,0,0
09-01-2019,28,0,0
09-01-2019,29,0,0
09-01-2019,30,0,0
09-01-2019,31,0,0
09-01-2019,32,0,0
09-01-2019,33,0,0
09-01-2019,34,0,0
09-01-2019,35,0,0
09-01-2019,36,0,0
09-01-2019,37,0,0
09-01-2019,38,0,0
09-01-2019,39,0,0
09-01-2019,40,0,0
09-01-2019,41,0,0
09-01-2019,43,0,0
09-01-2019,44,0,0
09-01-2019,46,0,0
09-01-2019,47,0,0
09-01-2019,48,0,0
09-01-2019,50,0,0
09-01-2019,51,0,0
09-01-2019,52,0,0
09-01-2019,53,0,0
09-01-2019,54,0,0
09-01-2019,55,0,0
09-01-2019,57,0,0
09-01-2019,58,0,0
09-01-2019,60,0,0
09-01-2019,61,0,0
09-01-2019,62,0,0
09-01-2019,63,0,0
09-01-2019,64,0,0
09-01-2019,65,0,0
09-01-2019,66,0,0
09-01-2019,68,0,0
09-01-2019,69,0,0
09-01-2019,70,0,0
09-01-2019,71,0,0
09-01-2019,72,0,0
09-01-2019,73,0,0
09-01-2019,74,0,0
09-01-2019,75,0,0
09-01-2019,77,0,0
09-01-2019,78,0,0
09-01-2019,79,0,0
09-01-2019,80,0,0
09-01-2019,81,0,0
09-01-2019,82,0,0
09-01-2019,83,0,0
09-01-2019,84,0,0
09-01-2019,85,0,0
09-01-2019,86,0,0
09-01-2019,87,0,0
09-01-2019,88,0,0
09-01-2019,89,0,0
09-01-2019,91,0,0
09-01-2019,92,0,0
09-01-2019,93,0,0
09-01-2019,94,0,0
09-01-2019,95,0,0
09-01-2019,96,0,0
09-01-2019,98,0,0
09-01-2019,99,0,0
09-01-2019,100,0,0
10-01-2019,3,2,58.44
10-01-2019,4,25,660.5
10-01-2019,12,9,43.83
10-01-2019,13,9,37.62
10-01-2019,14,1,3.9
10-01-2019,16,138,442.98
10-01-2019,19,135,390.15
10-01-2019,21,8,185.84
10-01-2019,23,12,130.32
10-01-2019,25,1,6.23
10-01-2019,36,1,21.14
10-01-2019,42,2,5.82
10-01-2019,45,1,23.43
10-01-2019,49,3,4.17
10-01-2019,56,17,488.75
10-01-2019,59,29,677.73
10-01-2019,67,16,112
10-01-2019,73,1,5.16
10-01-2019,76,38,681.34
10-01-2019,89,1,3.06
10-01-2019,90,2,15.42
10-01-2019,97,1,28.65
10-01-2019,1,0,0
10-01-2019,2,0,0
10-01-2019,5,0,0
10-01-2019,6,0,0
10-01-2019,7,0,0
10-01-2019,8,0,0
10-01-2019,9,0,0
10-01-2019,10,0,0
10-01-2019,11,0,0
10-01-2019,15,0,0
10-01-2019,17,0,0
10-01-2019,18,0,0
10-01-2019,20,0,0
10-01-2019,22,0,0
10-01-2019,24,0,0
10-01-2019,26,0,0
10-01-2019,27,0,0
10-01-2019,28,0,0
10-01-2019,29,0,0
10-01-2019,30,0,0
10-01-2019,31,0,0
10-01-2019,32,0,0
10-01-2019,33,0,0
10-01-2019,34,0,0
10-01-2019,35,0,0
10-01-2019,37,0,0
10-01-2019,38,0,0
10-01-2019,39,0,0
10-01-2019,40,0,0
10-01-2019,41,0,0
10-01-2019,43,0,0
10-01-2019,44,0,0
10-01-2019,46,0,0
10-01-2019,47,0,0
10-01-2019,48,0,0
10-01-2019,50,0,0
10-01-2019,51,0,0
10-01-2019,52,0,0
10-01-2019,53,0,0
10-01-2019,54,0,0
10-01-2019,55,0,0
10-01-2019,57,0,0
10-01-2019,58,0,0
10-01-2019,60,0,0
10-01-2019,61,0,0
10-01-2019,62,0,0
10-01-2019,63,0,0
10-01-2019,64,0,0
10-01-2019,65,0,0
10-01-2019,66,0,0
10-01-2019,68,0,0
10-01-2019,69,0,0
10-01-2019,70,0,0
10-01-2019,71,0,0
10-01-2019,72,0,0
10-01-2019,74,0,0
10-01-2019,75,0,0
10-01-2019,77,0,0
10-01-2019,78,0,0
10-01-2019,79,0,0
10-01-2019,80,0,0
10-01-2019,81,0,0
10-01-2019,82,0,0
10-01-2019,83,0,0
10-01-2019,84,0,0
10-01-2019,85,0,0
10-01-2019,86,0,0
10-01-2019,87,0,0
10-01-2019,88,0,0
10-01-2019,91,0,0
10-01-2019,92,0,0
10-01-2019,93,0,0
10-01-2019,94,0,0
10-01-2019,95,0,0
10-01-2019,96,0,0
10-01-2019,98,0,0
10-01-2019,99,0,0
10-01-2019,100,0,0
11-01-2019,3,3,87.66
11-01-2019,4,26,686.92
11-01-2019,12,6,29.22
11-01-2019,13,15,62.7
11-01-2019,16,200,642
11-01-2019,19,176,508.64
11-01-2019,21,11,255.53
11-01-2019,23,21,228.06
11-01-2019,45,1,23.43
11-01-2019,56,16,460
11-01-2019,59,31,724.47
11-01-2019,67,30,210
11-01-2019,71,1,3.98
11-01-2019,76,40,717.2
11-01-2019,88,1,16.06
11-01-2019,89,3,9.18
11-01-2019,90,2,15.42
11-01-2019,1,0,0
11-01-2019,2,0,0
11-01-2019,5,0,0
11-01-2019,6,0,0
11-01-2019,7,0,0
11-01-2019,8,0,0
11-01-2019,9,0,0
11-01-2019,10,0,0
11-01-2019,11,0,0
11-01-2019,14,0,0
11-01-2019,15,0,0
11-01-2019,17,0,0
11-01-2019,18,0,0
11-01-2019,20,0,0
11-01-2019,22,0,0
11-01-2019,24,0,0
11-01-2019,25,0,0
11-01-2019,26,0,0
11-01-2019,27,0,0
11-01-2019,28,0,0
11-01-2019,29,0,0
11-01-2019,30,0,0
11-01-2019,31,0,0
11-01-2019,32,0,0
11-01-2019,33,0,0
11-01-2019,34,0,0
11-01-2019,35,0,0
